road_id,vehicle_count,avg_speed,weather,record_date,record_time,day_of_week,congestion_level
6,197,34.6,clear,2026-06-14,07:45:00,Sunday,medium
7,174,30.4,rain,2026-06-14,23:30:00,Sunday,medium
7,246,50.9,fog,2026-06-14,09:45:00,Sunday,medium
7,210,35.0,clear,2026-06-14,02:30:00,Sunday,medium
8,266,29.3,storm,2026-06-14,23:00:00,Sunday,medium
8,116,23.2,fog,2026-06-14,16:00:00,Sunday,high
8,171,65.4,fog,2026-06-14,06:00:00,Sunday,low
9,344,15.8,storm,2026-06-14,17:45:00,Sunday,high
9,110,43.2,clear,2026-06-14,07:30:00,Sunday,medium
9,291,31.2,fog,2026-06-14,12:30:00,Sunday,medium
10,263,35.0,fog,2026-06-14,19:15:00,Sunday,medium
10,298,6.5,storm,2026-06-14,18:15:00,Sunday,high
10,259,35.2,rain,2026-06-14,01:15:00,Sunday,medium
1,301,46.6,storm,2026-06-15,07:00:00,Monday,medium
1,402,19.8,rain,2026-06-15,11:45:00,Monday,high
1,63,65.1,clear,2026-06-15,01:30:00,Monday,low
2,288,19.0,fog,2026-06-15,08:30:00,Monday,high
2,141,13.3,clear,2026-06-15,20:45:00,Monday,high
2,124,68.8,rain,2026-06-15,02:30:00,Monday,low
3,111,41.1,clear,2026-06-15,12:30:00,Monday,medium
3,455,15.6,fog,2026-06-15,19:00:00,Monday,high
3,154,33.5,fog,2026-06-15,07:00:00,Monday,medium
4,36,66.9,clear,2026-06-15,05:15:00,Monday,low
4,302,15.9,rain,2026-06-15,21:15:00,Monday,high
4,264,33.5,rain,2026-06-15,15:45:00,Monday,medium
5,255,44.2,clear,2026-06-15,13:00:00,Monday,medium
5,30,67.8,storm,2026-06-15,05:15:00,Monday,low
5,71,118.9,clear,2026-06-15,04:00:00,Monday,low
6,230,12.8,storm,2026-06-15,12:00:00,Monday,high
6,71,56.4,rain,2026-06-15,02:15:00,Monday,low
6,219,25.8,clear,2026-06-15,15:15:00,Monday,medium
7,309,16.0,fog,2026-06-15,18:15:00,Monday,high
7,225,26.7,rain,2026-06-15,23:30:00,Monday,medium
7,211,45.1,clear,2026-06-15,12:45:00,Monday,medium
8,150,35.4,clear,2026-06-15,16:45:00,Monday,medium
8,300,19.9,fog,2026-06-15,19:00:00,Monday,high
8,177,39.9,fog,2026-06-15,15:15:00,Monday,medium
9,72,51.7,fog,2026-06-15,21:45:00,Monday,low
9,243,34.8,clear,2026-06-15,22:45:00,Monday,medium
9,224,15.3,fog,2026-06-15,12:30:00,Monday,high
10,315,35.8,rain,2026-06-15,22:00:00,Monday,medium
10,118,31.3,clear,2026-06-15,07:00:00,Monday,medium
10,306,9.8,clear,2026-06-15,08:15:00,Monday,high
1,534,20.4,fog,2026-06-16,18:00:00,Tuesday,high
1,220,32.4,rain,2026-06-16,22:30:00,Tuesday,medium
1,437,15.0,clear,2026-06-16,20:30:00,Tuesday,high
2,206,32.0,storm,2026-06-16,11:30:00,Tuesday,medium
2,255,25.6,clear,2026-06-16,17:45:00,Tuesday,medium
2,255,27.8,fog,2026-06-16,08:30:00,Tuesday,medium
3,296,32.8,storm,2026-06-16,23:15:00,Tuesday,medium
3,193,51.8,clear,2026-06-16,22:15:00,Tuesday,low
3,229,25.5,clear,2026-06-16,10:00:00,Tuesday,medium
4,132,61.1,rain,2026-06-16,02:15:00,Tuesday,low
4,49,129.8,clear,2026-06-16,02:30:00,Tuesday,low
4,175,21.7,rain,2026-06-16,23:45:00,Tuesday,high
5,138,30.0,clear,2026-06-16,22:00:00,Tuesday,medium
5,259,43.4,clear,2026-06-16,06:30:00,Tuesday,medium
5,187,42.8,fog,2026-06-16,16:15:00,Tuesday,medium
6,221,45.0,clear,2026-06-16,07:00:00,Tuesday,medium
6,163,35.5,storm,2026-06-16,12:30:00,Tuesday,medium
6,197,10.2,storm,2026-06-16,16:00:00,Tuesday,high
7,683,5.9,storm,2026-06-16,17:30:00,Tuesday,high
7,202,70.5,clear,2026-06-16,11:30:00,Tuesday,medium
7,217,40.2,fog,2026-06-16,14:45:00,Tuesday,medium
8,224,44.4,fog,2026-06-16,16:00:00,Tuesday,medium
8,84,63.8,fog,2026-06-16,03:30:00,Tuesday,low
8,119,22.9,rain,2026-06-16,22:45:00,Tuesday,high
9,287,15.7,storm,2026-06-16,10:45:00,Tuesday,high
9,70,129.4,clear,2026-06-16,00:45:00,Tuesday,low
9,132,45.9,clear,2026-06-16,07:15:00,Tuesday,low
10,566,11.5,storm,2026-06-16,17:00:00,Tuesday,high
10,100,51.8,storm,2026-06-16,02:45:00,Tuesday,low
10,457,17.1,rain,2026-06-16,17:15:00,Tuesday,high
1,531,17.0,clear,2026-06-17,18:30:00,Wednesday,high
1,294,41.9,storm,2026-06-17,06:45:00,Wednesday,medium
1,386,24.3,clear,2026-06-17,08:15:00,Wednesday,high
2,370,17.0,clear,2026-06-17,19:30:00,Wednesday,high
2,119,102.5,fog,2026-06-17,02:45:00,Wednesday,low
2,51,76.0,clear,2026-06-17,01:45:00,Wednesday,low
3,620,20.9,rain,2026-06-17,18:30:00,Wednesday,high
3,271,39.6,rain,2026-06-17,16:30:00,Wednesday,medium
3,108,69.4,rain,2026-06-17,01:45:00,Wednesday,low
4,267,19.2,storm,2026-06-17,11:45:00,Wednesday,high
4,70,95.7,clear,2026-06-17,03:45:00,Wednesday,low
4,225,46.7,fog,2026-06-17,06:45:00,Wednesday,medium
5,352,24.7,fog,2026-06-17,08:15:00,Wednesday,high
5,410,25.8,clear,2026-06-17,19:30:00,Wednesday,high
5,209,32.3,clear,2026-06-17,13:30:00,Wednesday,medium
6,54,49.3,fog,2026-06-17,05:15:00,Wednesday,low
6,68,31.9,clear,2026-06-17,23:30:00,Wednesday,medium
6,341,41.1,storm,2026-06-17,06:15:00,Wednesday,medium
7,147,105.3,rain,2026-06-17,05:45:00,Wednesday,low
7,437,19.5,rain,2026-06-17,20:30:00,Wednesday,high
7,585,15.8,rain,2026-06-17,18:00:00,Wednesday,high
8,272,25.3,rain,2026-06-17,06:30:00,Wednesday,medium
8,130,51.8,clear,2026-06-17,23:30:00,Wednesday,low
8,265,22.9,clear,2026-06-17,08:30:00,Wednesday,high
9,102,32.0,fog,2026-06-17,21:15:00,Wednesday,medium
9,58,131.9,clear,2026-06-17,05:30:00,Wednesday,low
9,143,46.7,clear,2026-06-17,23:45:00,Wednesday,low
10,185,9.3,clear,2026-06-17,20:15:00,Wednesday,high
10,228,45.3,clear,2026-06-17,13:45:00,Wednesday,medium
10,469,17.6,storm,2026-06-17,10:30:00,Wednesday,high
1,519,13.2,clear,2026-06-18,20:45:00,Thursday,high
1,333,43.2,rain,2026-06-18,11:45:00,Thursday,medium
1,100,106.8,storm,2026-06-18,04:15:00,Thursday,low
2,193,44.9,clear,2026-06-18,23:00:00,Thursday,medium
2,110,117.1,fog,2026-06-18,02:45:00,Thursday,low
2,177,46.9,clear,2026-06-18,16:00:00,Thursday,low
3,385,29.7,clear,2026-06-18,20:45:00,Thursday,high
3,143,38.8,clear,2026-06-18,14:15:00,Thursday,medium
3,89,74.6,clear,2026-06-18,01:30:00,Thursday,low
4,61,25.4,fog,2026-06-18,17:30:00,Thursday,medium
4,110,30.2,fog,2026-06-18,22:15:00,Thursday,medium
4,265,14.3,fog,2026-06-18,20:45:00,Thursday,high
5,183,45.1,fog,2026-06-18,11:45:00,Thursday,low
5,495,17.9,rain,2026-06-18,09:30:00,Thursday,high
5,65,136.1,clear,2026-06-18,00:15:00,Thursday,low
6,208,42.5,rain,2026-06-18,22:45:00,Thursday,medium
6,285,18.8,clear,2026-06-18,09:15:00,Thursday,high
6,504,21.1,rain,2026-06-18,17:45:00,Thursday,high
7,516,16.0,rain,2026-06-18,20:45:00,Thursday,high
7,384,6.9,fog,2026-06-18,20:15:00,Thursday,high
7,135,28.1,clear,2026-06-18,22:30:00,Thursday,medium
8,406,17.0,clear,2026-06-18,08:45:00,Thursday,high
8,326,15.6,storm,2026-06-18,09:00:00,Thursday,high
8,165,46.2,clear,2026-06-18,22:45:00,Thursday,low
9,456,19.2,clear,2026-06-18,17:00:00,Thursday,high
9,115,71.9,storm,2026-06-18,04:45:00,Thursday,low
9,60,121.7,clear,2026-06-18,00:45:00,Thursday,low
10,245,26.5,rain,2026-06-18,15:30:00,Thursday,medium
10,69,129.8,clear,2026-06-18,02:15:00,Thursday,low
10,441,30.8,clear,2026-06-18,17:45:00,Thursday,high
1,273,37.0,clear,2026-06-19,12:00:00,Friday,medium
1,178,36.9,clear,2026-06-19,12:45:00,Friday,medium
1,159,32.9,fog,2026-06-19,14:00:00,Friday,medium
2,232,56.3,clear,2026-06-19,12:30:00,Friday,medium
2,129,41.2,clear,2026-06-19,23:00:00,Friday,medium
2,260,32.7,storm,2026-06-19,11:00:00,Friday,medium
3,572,21.0,clear,2026-06-19,20:45:00,Friday,high
3,509,13.7,rain,2026-06-19,18:00:00,Friday,high
3,74,59.7,storm,2026-06-19,01:45:00,Friday,low
4,35,100.0,clear,2026-06-19,02:15:00,Friday,low
4,317,22.7,clear,2026-06-19,10:00:00,Friday,high
4,255,20.4,clear,2026-06-19,17:00:00,Friday,high
5,500,13.4,rain,2026-06-19,17:30:00,Friday,high
5,371,42.3,storm,2026-06-19,12:30:00,Friday,high
5,154,57.8,fog,2026-06-19,15:45:00,Friday,low
6,123,55.9,fog,2026-06-19,06:15:00,Friday,low
6,231,18.7,clear,2026-06-19,08:15:00,Friday,high
6,743,14.3,rain,2026-06-19,08:30:00,Friday,high
7,138,32.2,clear,2026-06-19,12:15:00,Friday,medium
7,328,11.4,clear,2026-06-19,19:15:00,Friday,high
7,220,18.9,clear,2026-06-19,17:45:00,Friday,high
8,334,26.0,fog,2026-06-19,17:15:00,Friday,medium
8,315,19.7,clear,2026-06-19,10:00:00,Friday,high
8,80,133.0,clear,2026-06-19,04:15:00,Friday,low
9,57,76.9,fog,2026-06-19,03:00:00,Friday,low
9,125,52.2,clear,2026-06-19,15:30:00,Friday,low
9,41,42.8,clear,2026-06-19,02:00:00,Friday,medium
10,140,81.6,storm,2026-06-19,02:45:00,Friday,low
10,360,32.8,storm,2026-06-19,13:30:00,Friday,high
10,316,31.7,storm,2026-06-19,16:00:00,Friday,medium
1,168,25.4,clear,2026-06-20,06:00:00,Saturday,medium
1,136,27.0,fog,2026-06-20,06:15:00,Saturday,medium
1,346,36.1,storm,2026-06-20,05:45:00,Saturday,medium
2,212,10.2,storm,2026-06-20,11:45:00,Saturday,high
2,135,46.3,fog,2026-06-20,05:15:00,Saturday,low
2,242,31.3,clear,2026-06-20,05:45:00,Saturday,medium
3,259,19.5,rain,2026-06-20,10:30:00,Saturday,high
3,184,55.0,fog,2026-06-20,23:30:00,Saturday,low
3,316,28.4,clear,2026-06-20,12:30:00,Saturday,medium
4,414,23.1,storm,2026-06-20,12:00:00,Saturday,high
4,352,41.4,clear,2026-06-20,00:15:00,Saturday,high
4,199,11.5,clear,2026-06-20,06:30:00,Saturday,high
5,234,42.6,clear,2026-06-20,08:15:00,Saturday,medium
5,214,34.2,clear,2026-06-20,04:30:00,Saturday,medium
5,109,33.3,clear,2026-06-20,08:30:00,Saturday,medium
6,208,37.3,storm,2026-06-20,06:00:00,Saturday,medium
6,220,28.8,fog,2026-06-20,15:00:00,Saturday,medium
6,267,10.3,clear,2026-06-20,18:45:00,Saturday,high
7,105,37.2,rain,2026-06-20,10:30:00,Saturday,medium
7,266,20.3,storm,2026-06-20,07:00:00,Saturday,high
7,146,38.3,clear,2026-06-20,09:00:00,Saturday,medium
8,354,35.4,clear,2026-06-20,16:15:00,Saturday,high
8,203,28.9,fog,2026-06-20,12:45:00,Saturday,medium
8,386,26.8,rain,2026-06-20,13:30:00,Saturday,high
9,207,33.1,fog,2026-06-20,15:00:00,Saturday,medium
9,367,24.6,storm,2026-06-20,16:45:00,Saturday,high
9,215,27.2,rain,2026-06-20,17:15:00,Saturday,medium
10,355,37.7,clear,2026-06-20,17:15:00,Saturday,high
10,150,28.9,clear,2026-06-20,10:00:00,Saturday,medium
10,170,41.9,clear,2026-06-20,11:15:00,Saturday,medium
1,44,15.7,clear,2026-06-21,09:15:00,Sunday,high
1,521,25.4,rain,2026-06-21,14:15:00,Sunday,high
1,185,16.5,clear,2026-06-21,06:30:00,Sunday,high
2,310,31.3,clear,2026-06-21,03:00:00,Sunday,medium
2,169,34.5,clear,2026-06-21,09:00:00,Sunday,medium
2,171,44.0,clear,2026-06-21,14:45:00,Sunday,medium
3,134,38.6,fog,2026-06-21,06:15:00,Sunday,medium
3,320,20.8,storm,2026-06-21,15:15:00,Sunday,high
3,264,37.4,clear,2026-06-21,18:00:00,Sunday,medium
4,38,46.3,clear,2026-06-21,22:30:00,Sunday,low
4,230,45.2,storm,2026-06-21,02:45:00,Sunday,medium
4,389,33.0,clear,2026-06-21,21:30:00,Sunday,high
5,326,29.4,clear,2026-06-21,20:45:00,Sunday,medium
5,99,41.6,clear,2026-06-21,22:00:00,Sunday,medium
5,113,39.9,clear,2026-06-21,02:15:00,Sunday,medium
6,181,54.7,clear,2026-06-21,22:00:00,Sunday,low
6,251,26.9,rain,2026-06-21,10:45:00,Sunday,medium
6,193,26.0,clear,2026-06-21,21:30:00,Sunday,medium
7,121,17.3,clear,2026-06-21,16:30:00,Sunday,high
7,254,60.9,clear,2026-06-21,00:30:00,Sunday,medium
7,222,19.7,clear,2026-06-21,21:15:00,Sunday,high
8,331,25.8,rain,2026-06-21,21:15:00,Sunday,medium
8,196,27.0,rain,2026-06-21,09:30:00,Sunday,medium
8,146,57.5,clear,2026-06-21,04:15:00,Sunday,low
9,625,21.5,rain,2026-06-21,16:15:00,Sunday,high
9,247,46.1,clear,2026-06-21,04:15:00,Sunday,medium
9,129,62.5,clear,2026-06-21,23:00:00,Sunday,low
10,225,31.5,clear,2026-06-21,23:00:00,Sunday,medium
10,322,9.7,rain,2026-06-21,13:30:00,Sunday,high
10,240,26.5,clear,2026-06-21,20:30:00,Sunday,medium
1,47,72.6,fog,2026-06-22,05:00:00,Monday,low
1,380,29.1,fog,2026-06-22,19:15:00,Monday,high
1,260,24.1,storm,2026-06-22,11:00:00,Monday,high
2,440,12.1,storm,2026-06-22,19:45:00,Monday,high
2,287,32.8,rain,2026-06-22,12:45:00,Monday,medium
2,124,66.8,clear,2026-06-22,01:45:00,Monday,low
3,305,51.1,clear,2026-06-22,07:15:00,Monday,medium
3,209,37.0,storm,2026-06-22,14:45:00,Monday,medium
3,270,17.0,rain,2026-06-22,07:45:00,Monday,high
4,146,19.5,rain,2026-06-22,12:30:00,Monday,high
4,462,24.2,fog,2026-06-22,19:00:00,Monday,high
4,10,79.7,fog,2026-06-22,01:15:00,Monday,low
5,77,23.4,fog,2026-06-22,01:45:00,Monday,high
5,194,32.9,rain,2026-06-22,06:30:00,Monday,medium
5,213,23.9,clear,2026-06-22,09:45:00,Monday,high
6,118,50.8,rain,2026-06-22,01:15:00,Monday,low
6,205,12.2,clear,2026-06-22,23:00:00,Monday,high
6,173,33.4,rain,2026-06-22,22:15:00,Monday,medium
7,112,61.4,fog,2026-06-22,05:45:00,Monday,low
7,141,55.5,clear,2026-06-22,14:00:00,Monday,low
7,248,24.8,storm,2026-06-22,22:15:00,Monday,high
8,185,36.5,storm,2026-06-22,22:45:00,Monday,medium
8,228,27.8,rain,2026-06-22,12:15:00,Monday,medium
8,105,56.8,fog,2026-06-22,05:30:00,Monday,low
9,72,90.3,clear,2026-06-22,05:15:00,Monday,low
9,525,9.7,storm,2026-06-22,09:30:00,Monday,high
9,605,10.9,clear,2026-06-22,20:15:00,Monday,high
10,26,115.2,clear,2026-06-22,00:30:00,Monday,low
10,425,17.0,fog,2026-06-22,17:00:00,Monday,high
10,446,15.2,rain,2026-06-22,18:45:00,Monday,high
1,431,16.7,clear,2026-06-23,19:00:00,Tuesday,high
1,376,21.9,clear,2026-06-23,20:15:00,Tuesday,high
1,234,25.9,clear,2026-06-23,11:00:00,Tuesday,medium
2,393,19.1,clear,2026-06-23,19:30:00,Tuesday,high
2,141,25.4,clear,2026-06-23,13:15:00,Tuesday,medium
2,251,20.5,rain,2026-06-23,22:15:00,Tuesday,high
3,49,157.4,clear,2026-06-23,01:00:00,Tuesday,low
3,96,113.4,fog,2026-06-23,02:45:00,Tuesday,low
3,43,93.8,clear,2026-06-23,03:30:00,Tuesday,low
4,252,45.6,fog,2026-06-23,22:15:00,Tuesday,medium
4,466,8.5,rain,2026-06-23,20:00:00,Tuesday,high
4,195,23.8,rain,2026-06-23,22:30:00,Tuesday,high
5,127,30.8,clear,2026-06-23,16:30:00,Tuesday,medium
5,314,12.0,rain,2026-06-23,23:45:00,Tuesday,high
5,193,40.0,clear,2026-06-23,07:30:00,Tuesday,medium
6,678,8.0,storm,2026-06-23,20:00:00,Tuesday,high
6,141,53.3,clear,2026-06-23,13:45:00,Tuesday,low
6,243,12.9,clear,2026-06-23,20:15:00,Tuesday,high
7,312,27.2,clear,2026-06-23,08:00:00,Tuesday,medium
7,83,90.1,storm,2026-06-23,00:00:00,Tuesday,low
7,438,30.7,clear,2026-06-23,18:00:00,Tuesday,high
8,287,16.8,rain,2026-06-23,21:45:00,Tuesday,high
8,88,32.8,storm,2026-06-23,15:15:00,Tuesday,medium
8,555,13.6,rain,2026-06-23,10:45:00,Tuesday,high
9,171,29.7,fog,2026-06-23,16:30:00,Tuesday,medium
9,264,17.5,clear,2026-06-23,17:00:00,Tuesday,high
9,177,43.0,clear,2026-06-23,11:00:00,Tuesday,medium
10,149,35.2,fog,2026-06-23,12:15:00,Tuesday,medium
10,133,45.2,storm,2026-06-23,03:30:00,Tuesday,low
10,271,20.1,clear,2026-06-23,08:45:00,Tuesday,high
1,143,38.8,clear,2026-06-24,14:30:00,Wednesday,medium
1,235,33.3,clear,2026-06-24,11:00:00,Wednesday,medium
1,84,122.5,fog,2026-06-24,00:45:00,Wednesday,low
2,255,59.1,clear,2026-06-24,15:30:00,Wednesday,medium
2,169,26.9,clear,2026-06-24,16:15:00,Wednesday,medium
2,173,43.3,clear,2026-06-24,22:00:00,Wednesday,medium
3,323,20.4,clear,2026-06-24,19:00:00,Wednesday,high
3,134,35.1,clear,2026-06-24,16:30:00,Wednesday,medium
3,197,49.0,clear,2026-06-24,06:30:00,Wednesday,low
4,574,15.9,storm,2026-06-24,10:45:00,Wednesday,high
4,508,18.0,clear,2026-06-24,08:00:00,Wednesday,high
4,59,121.2,fog,2026-06-24,03:15:00,Wednesday,low
5,72,111.5,fog,2026-06-24,04:30:00,Wednesday,low
5,300,21.1,fog,2026-06-24,19:30:00,Wednesday,high
5,161,43.4,clear,2026-06-24,15:00:00,Wednesday,medium
6,159,22.0,storm,2026-06-24,12:15:00,Wednesday,high
6,146,48.5,fog,2026-06-24,22:45:00,Wednesday,low
6,218,27.0,rain,2026-06-24,06:00:00,Wednesday,medium
7,92,45.0,clear,2026-06-24,22:45:00,Wednesday,medium
7,258,34.6,rain,2026-06-24,22:45:00,Wednesday,medium
7,215,25.8,clear,2026-06-24,19:30:00,Wednesday,medium
8,165,40.9,clear,2026-06-24,21:30:00,Wednesday,medium
8,65,43.1,clear,2026-06-24,15:00:00,Wednesday,medium
8,232,16.8,fog,2026-06-24,09:30:00,Wednesday,high
9,158,38.4,clear,2026-06-24,12:00:00,Wednesday,medium
9,399,12.6,rain,2026-06-24,09:45:00,Wednesday,high
9,194,33.8,rain,2026-06-24,07:15:00,Wednesday,medium
10,181,25.4,rain,2026-06-24,22:45:00,Wednesday,medium
10,167,35.9,clear,2026-06-24,22:15:00,Wednesday,medium
10,124,32.7,clear,2026-06-24,22:45:00,Wednesday,medium
1,691,23.9,rain,2026-06-25,17:00:00,Thursday,high
1,123,37.6,storm,2026-06-25,02:00:00,Thursday,medium
1,233,26.2,rain,2026-06-25,12:30:00,Thursday,medium
2,250,30.3,fog,2026-06-25,06:15:00,Thursday,medium
2,125,92.7,storm,2026-06-25,00:15:00,Thursday,low
2,213,63.6,clear,2026-06-25,12:45:00,Thursday,medium
3,429,5.0,rain,2026-06-25,09:30:00,Thursday,high
3,96,97.4,fog,2026-06-25,02:00:00,Thursday,low
3,51,127.7,clear,2026-06-25,04:30:00,Thursday,low
4,14,49.5,storm,2026-06-25,01:00:00,Thursday,low
4,75,146.5,clear,2026-06-25,03:30:00,Thursday,low
4,190,34.2,storm,2026-06-25,12:30:00,Thursday,medium
5,546,16.4,storm,2026-06-25,17:15:00,Thursday,high
5,397,17.1,clear,2026-06-25,17:45:00,Thursday,high
5,266,41.3,clear,2026-06-25,21:15:00,Thursday,medium
6,10,96.7,storm,2026-06-25,04:45:00,Thursday,low
6,123,31.5,storm,2026-06-25,02:15:00,Thursday,medium
6,210,53.0,fog,2026-06-25,22:45:00,Thursday,medium
7,437,16.5,rain,2026-06-25,17:45:00,Thursday,high
7,165,20.1,fog,2026-06-25,19:00:00,Thursday,high
7,350,23.6,rain,2026-06-25,22:30:00,Thursday,high
8,49,103.0,fog,2026-06-25,01:00:00,Thursday,low
8,742,17.6,storm,2026-06-25,18:45:00,Thursday,high
8,150,27.5,rain,2026-06-25,16:30:00,Thursday,medium
9,165,21.7,clear,2026-06-25,19:00:00,Thursday,high
9,151,17.2,storm,2026-06-25,21:00:00,Thursday,high
9,342,19.8,clear,2026-06-25,09:00:00,Thursday,high
10,173,27.5,fog,2026-06-25,14:45:00,Thursday,medium
10,624,23.0,clear,2026-06-25,09:30:00,Thursday,high
10,266,22.1,storm,2026-06-25,23:30:00,Thursday,high
1,379,21.7,fog,2026-06-26,20:45:00,Friday,high
1,297,20.3,clear,2026-06-26,09:00:00,Friday,high
1,85,118.0,clear,2026-06-26,02:30:00,Friday,low
2,583,16.0,storm,2026-06-26,08:00:00,Friday,high
2,215,16.8,storm,2026-06-26,18:15:00,Friday,high
2,590,19.0,rain,2026-06-26,08:15:00,Friday,high
3,103,91.8,clear,2026-06-26,01:30:00,Friday,low
3,103,55.8,rain,2026-06-26,04:45:00,Friday,low
3,78,29.2,clear,2026-06-26,14:15:00,Friday,medium
4,97,110.9,clear,2026-06-26,01:30:00,Friday,low
4,248,14.3,rain,2026-06-26,15:30:00,Friday,high
4,436,10.4,rain,2026-06-26,17:15:00,Friday,high
5,372,19.3,fog,2026-06-26,08:15:00,Friday,high
5,210,38.2,storm,2026-06-26,14:45:00,Friday,medium
5,32,43.0,fog,2026-06-26,01:00:00,Friday,medium
6,166,61.4,clear,2026-06-26,13:30:00,Friday,low
6,544,7.2,rain,2026-06-26,08:45:00,Friday,high
6,132,55.7,fog,2026-06-26,23:15:00,Friday,low
7,75,100.3,fog,2026-06-26,05:30:00,Friday,low
7,113,77.2,rain,2026-06-26,02:00:00,Friday,low
7,172,31.0,clear,2026-06-26,14:30:00,Friday,medium
8,119,138.7,fog,2026-06-26,01:00:00,Friday,low
8,119,25.6,fog,2026-06-26,21:15:00,Friday,medium
8,96,131.9,fog,2026-06-26,03:00:00,Friday,low
9,329,15.7,clear,2026-06-26,20:15:00,Friday,high
9,10,36.7,storm,2026-06-26,14:00:00,Friday,medium
9,192,44.0,clear,2026-06-26,13:30:00,Friday,medium
10,94,78.0,rain,2026-06-26,01:45:00,Friday,low
10,928,19.3,rain,2026-06-26,08:15:00,Friday,high
10,162,35.4,clear,2026-06-26,06:45:00,Friday,medium
1,206,27.9,clear,2026-06-27,17:45:00,Saturday,medium
1,263,31.5,clear,2026-06-27,14:30:00,Saturday,medium
1,349,29.8,rain,2026-06-27,23:30:00,Saturday,medium
2,202,24.5,clear,2026-06-27,20:00:00,Saturday,high
2,161,23.9,rain,2026-06-27,22:30:00,Saturday,high
2,182,28.0,rain,2026-06-27,15:45:00,Saturday,medium
3,111,52.2,clear,2026-06-27,02:15:00,Saturday,low
3,10,24.5,fog,2026-06-27,15:00:00,Saturday,high
3,521,38.5,rain,2026-06-27,10:30:00,Saturday,high
4,40,25.7,clear,2026-06-27,20:00:00,Saturday,medium
4,157,34.0,clear,2026-06-27,02:45:00,Saturday,medium
4,298,40.9,storm,2026-06-27,01:45:00,Saturday,medium
5,354,34.7,rain,2026-06-27,03:30:00,Saturday,high
5,193,40.6,clear,2026-06-27,23:15:00,Saturday,medium
5,179,29.5,rain,2026-06-27,18:15:00,Saturday,medium
6,125,19.3,rain,2026-06-27,20:30:00,Saturday,high
6,196,37.9,clear,2026-06-27,14:00:00,Saturday,medium
6,364,39.1,rain,2026-06-27,23:00:00,Saturday,high
7,420,16.0,storm,2026-06-27,21:45:00,Saturday,high
7,212,41.5,clear,2026-06-27,23:15:00,Saturday,medium
7,454,16.9,rain,2026-06-27,20:00:00,Saturday,high
8,189,43.4,clear,2026-06-27,07:15:00,Saturday,medium
8,129,18.1,rain,2026-06-27,09:00:00,Saturday,high
8,72,40.4,clear,2026-06-27,02:00:00,Saturday,medium
9,81,49.8,clear,2026-06-27,07:00:00,Saturday,low
9,246,52.5,clear,2026-06-27,23:45:00,Saturday,medium
9,305,16.7,clear,2026-06-27,17:15:00,Saturday,high
10,224,43.7,clear,2026-06-27,01:15:00,Saturday,medium
10,282,24.9,storm,2026-06-27,13:15:00,Saturday,high
10,274,53.7,clear,2026-06-27,07:00:00,Saturday,medium
1,323,31.8,clear,2026-06-28,19:45:00,Sunday,medium
1,264,31.6,clear,2026-06-28,00:00:00,Sunday,medium
1,260,11.0,rain,2026-06-28,18:30:00,Sunday,high
2,272,36.5,clear,2026-06-28,15:15:00,Sunday,medium
2,333,26.0,clear,2026-06-28,14:45:00,Sunday,medium
2,46,28.6,storm,2026-06-28,01:15:00,Sunday,medium
3,147,36.5,clear,2026-06-28,20:30:00,Sunday,medium
3,262,37.6,fog,2026-06-28,06:00:00,Sunday,medium
3,348,12.4,rain,2026-06-28,17:15:00,Sunday,high
4,205,44.4,clear,2026-06-28,08:00:00,Sunday,medium
4,328,48.4,clear,2026-06-28,15:45:00,Sunday,medium
4,191,48.8,clear,2026-06-28,01:30:00,Sunday,low
5,254,32.6,clear,2026-06-28,19:45:00,Sunday,medium
5,253,20.4,clear,2026-06-28,17:15:00,Sunday,high
5,165,24.2,clear,2026-06-28,03:00:00,Sunday,high
6,177,14.3,clear,2026-06-28,10:45:00,Sunday,high
6,186,48.7,clear,2026-06-28,07:00:00,Sunday,low
6,360,20.4,rain,2026-06-28,13:15:00,Sunday,high
7,267,27.5,clear,2026-06-28,18:45:00,Sunday,medium
7,201,34.0,clear,2026-06-28,19:45:00,Sunday,medium
7,210,33.8,storm,2026-06-28,23:15:00,Sunday,medium
8,172,36.1,clear,2026-06-28,10:15:00,Sunday,medium
8,202,29.9,rain,2026-06-28,04:00:00,Sunday,medium
8,95,27.2,clear,2026-06-28,10:15:00,Sunday,medium
9,384,27.4,fog,2026-06-28,20:15:00,Sunday,high
9,10,42.7,fog,2026-06-28,02:45:00,Sunday,medium
9,295,32.5,rain,2026-06-28,18:45:00,Sunday,medium
10,143,54.0,clear,2026-06-28,23:15:00,Sunday,low
10,299,25.0,fog,2026-06-28,18:15:00,Sunday,high
10,241,18.5,rain,2026-06-28,01:00:00,Sunday,high
1,299,16.3,rain,2026-06-29,13:45:00,Monday,high
1,103,98.8,rain,2026-06-29,03:45:00,Monday,low
1,85,118.6,clear,2026-06-29,00:45:00,Monday,low
2,258,20.6,clear,2026-06-29,20:00:00,Monday,high
2,179,37.3,fog,2026-06-29,22:45:00,Monday,medium
2,223,31.3,clear,2026-06-29,14:45:00,Monday,medium
3,140,15.9,storm,2026-06-29,11:45:00,Monday,high
3,96,76.2,storm,2026-06-29,02:45:00,Monday,low
3,351,25.0,storm,2026-06-29,13:30:00,Monday,high
4,251,26.7,fog,2026-06-29,06:00:00,Monday,medium
4,89,118.4,clear,2026-06-29,01:30:00,Monday,low
